Transaction_Date,Transaction_Time,Customer_ID,Customer_Type,Transaction_Type,Transaction_Amount,Is_Fraudulent
2023-02-26,17:35:33,18676,Standard,Online,94.93,0
2023-02-07,19:05:32,32150,Standard,Online,17.6,0
2023-10-25,07:35:56,30077,Standard,Online,241.33,0
2023-03-24,20:09:24,25228,Standard,Online,10.0,0
2023-03-13,15:10:53,45410,Basic,ATM,10.0,0
2023-12-23,17:21:10,30794,Standard,Online,42.54,0
2023-10-20,05:35:43,41908,Basic,Online,10.0,0
2023-04-13,04:54:44,12724,Basic,POS,12.84,0
2023-11-26,01:37:20,37800,Premium,ATM,1442.76,0
2023-04-10,10:55:16,28282,Premium,Online,26.85,0
2023-12-12,15:24:50,13463,Basic,POS,171.2,0
2023-11-29,11:14:28,43326,Premium,ATM,85.29,0
2023-11-28,13:04:01,39633,Standard,Online,15.82,0
2023-08-21,22:34:06,31961,Standard,Online,12.28,0
2023-04-14,12:10:39,4475,Standard,Online,125.99,0
2023-04-26,09:30:32,44627,Standard,Online,95.23,0
2023-08-13,16:42:14,20347,Standard,Online,127.45,0
2023-06-11,14:59:08,45219,Basic,Online,10.0,0
2023-06-17,06:37:31,30764,Standard,Online,34.84,0
2023-05-26,13:33:11,14909,Standard,Online,80.91,0
2023-07-04,17:48:15,33061,Premium,Online,587.05,0
2023-07-11,16:14:08,49971,Basic,POS,57.98,1
2023-12-02,02:50:47,5766,Standard,POS,57.71,1
2023-01-01,05:21:10,5464,Standard,Online,113.12,0
2023-01-19,21:05:12,26013,Basic,ATM,26.18,0
2023-05-28,06:14:14,25884,Standard,Online,28.61,0
2023-10-15,14:06:08,18334,Premium,POS,356.72,0
2023-05-15,04:03:32,1846,Standard,ATM,61.25,0
2023-09-04,05:12:35,25031,Premium,Online,541.73,0
2023-03-15,09:48:23,10478,Standard,Online,38.31,0
2023-10-08,16:15:51,17796,Premium,Online,1289.72,0
2023-03-23,15:31:27,1827,Basic,POS,30.9,0
2023-08-09,20:59:00,9886,Standard,Online,92.02,0
2023-02-17,23:40:31,16796,Standard,POS,14.85,0
2023-09-02,19:16:31,15565,Standard,POS,845.37,0
2023-03-10,04:22:58,8577,Standard,Online,194.42,0
2023-02-11,21:34:27,40550,Standard,Online,210.85,0
2023-11-18,21:15:34,14294,Standard,POS,49.11,0
2023-12-19,01:51:32,18362,Standard,POS,25.82,0
2023-01-11,17:15:32,6436,Standard,ATM,11.6,0
2023-06-02,09:30:41,37544,Standard,Online,58.85,0
2023-09-27,06:31:39,25813,Basic,Online,52.61,0
2023-04-28,05:13:54,46576,Premium,Online,301.75,0
2023-12-15,22:27:43,43936,Standard,Online,22.12,0
2023-05-10,17:49:56,28768,Premium,Online,2048.89,0
2023-07-31,23:04:59,22861,Premium,ATM,504.76,0
2023-05-13,00:25:54,36516,Premium,POS,4866.67,0
2023-02-05,06:57:00,44209,Standard,Online,48.47,0
2023-01-30,08:05:09,38222,Standard,Online,84.15,0
2023-02-24,13:01:01,20004,Standard,Online,23.9,0
2023-03-14,02:00:01,32950,Basic,ATM,123.17,0
2023-08-17,02:17:18,3377,Premium,ATM,215.26,0
2023-09-30,10:38:23,45984,Standard,Online,28.79,0
2023-05-07,12:48:17,46176,Premium,POS,95.42,0
2023-08-10,13:18:07,49235,Standard,Online,13.04,0
2023-01-09,23:04:26,36952,Premium,Online,528.38,0
2023-11-18,22:33:28,27410,Basic,ATM,10.0,0
2023-07-17,10:15:00,17260,Basic,ATM,10.0,0
2023-02-24,05:42:25,34551,Standard,ATM,10.0,0
2023-05-02,12:24:44,19188,Standard,Online,153.57,0
2023-04-08,07:22:39,20705,Basic,POS,116.36,0
2023-09-03,15:13:41,2973,Standard,Online,143.76,0
2023-03-28,06:55:58,40083,Premium,POS,614.16,0
2023-11-11,04:05:48,29682,Premium,Online,29449.91,0
2023-11-16,01:48:25,40859,Standard,ATM,18.9,0
2023-02-17,05:28:08,19289,Standard,Online,13.84,0
2023-11-22,17:20:14,36770,Basic,ATM,10.0,1
2023-05-22,15:13:06,47078,Standard,POS,379.58,0
2023-03-20,16:32:55,29014,Premium,POS,3009.02,0
2023-05-26,07:02:53,13406,Standard,Online,64.79,0
2023-08-17,16:00:52,49482,Basic,Online,29.53,0
2023-09-01,08:46:27,43113,Standard,POS,26.78,0
2023-01-12,03:23:59,6272,Basic,Online,10.26,0
2023-09-12,04:36:11,42060,Standard,Online,359.03,0
2023-07-17,10:11:37,5215,Premium,Online,1068.66,0
2023-10-27,02:49:42,8846,Premium,Online,38.97,0
2023-06-16,12:15:46,36153,Standard,Online,241.08,0
2023-08-19,02:59:37,41256,Standard,Online,26.46,0
2023-04-29,22:15:10,26237,Basic,POS,67.44,0
2023-12-12,16:54:52,32552,Standard,Online,37.92,0
2023-11-24,01:17:03,21288,Standard,ATM,98.2,0
2023-02-12,01:31:15,24116,Standard,POS,147.35,0
2023-05-27,15:56:12,42275,Standard,Online,174.43,1
2023-03-28,15:59:44,27668,Standard,Online,74.16,0
2023-03-13,23:33:14,8574,Standard,Online,14.46,0
2023-05-24,21:53:27,41863,Premium,ATM,146.58,0
2023-10-21,15:20:42,18493,Premium,ATM,249.76,0
2023-09-19,10:04:55,36808,Standard,Online,32.87,0
2023-04-08,16:25:52,35942,Standard,Online,257.94,0
2023-03-06,06:35:02,12858,Standard,POS,212.08,0
2023-10-20,13:15:55,41310,Standard,Online,10.0,0
2023-08-07,15:28:22,21848,Premium,ATM,388.29,0
2023-11-03,06:04:19,28641,Standard,Online,38.59,0
2023-12-02,23:22:08,20841,Standard,Online,68.18,0
2023-08-18,03:22:28,44020,Standard,ATM,10.0,0
2023-05-28,10:00:34,24079,Standard,Online,101.26,0
2023-11-21,17:47:26,39342,Premium,POS,486.52,0
2023-01-05,01:53:37,28599,Standard,Online,143.77,0
2023-04-28,06:23:15,23202,Standard,ATM,56.65,0
2023-12-19,20:17:14,31632,Basic,Online,20.05,0
2023-12-28,03:25:18,4657,Basic,Online,24.94,0
2023-12-10,02:13:03,3920,Premium,ATM,423.88,1
2023-03-19,03:54:37,49515,Standard,Online,19.94,0
2023-03-08,05:01:22,27663,Basic,Online,17.74,0
2023-07-14,11:45:30,25188,Basic,POS,19.38,0
2023-01-03,16:44:48,24773,Standard,POS,49.38,0
2023-11-08,01:56:08,22606,Standard,Online,53.22,0
2023-04-12,21:20:56,13144,Standard,ATM,263.89,0
2023-07-13,12:26:28,25461,Standard,Online,30.63,0
2023-01-13,17:54:16,34053,Premium,Online,93.38,0
2023-03-31,14:54:27,2563,Basic,ATM,10.75,0
2023-08-15,10:01:53,38171,Premium,Online,26.87,0
2023-04-08,22:49:21,46468,Basic,Online,21.23,0
2023-08-01,11:44:30,31158,Premium,Online,7293.3,0
2023-04-26,23:17:42,13004,Basic,POS,182.02,0
2023-10-16,15:08:43,42138,Basic,Online,48.83,0
2023-09-15,12:18:23,43191,Premium,Online,391.55,0
2023-06-09,08:54:02,47839,Standard,ATM,304.67,0
2023-12-27,11:45:56,19883,Basic,POS,32.49,0
2023-05-09,04:38:51,47686,Standard,Online,31.09,0
2023-11-24,10:44:13,2498,Basic,Online,10.0,0
2023-07-25,18:13:33,23696,Basic,POS,10.07,0
2023-01-26,21:20:26,26503,Basic,Online,10.0,0
2023-02-04,05:37:41,9361,Premium,ATM,2362.95,0
2023-07-07,07:00:55,11837,Standard,Online,22.68,0
2023-11-28,15:41:15,40133,Standard,Online,99.06,0
2023-12-14,14:38:01,5044,Basic,Online,22.56,0
2023-03-09,21:49:05,41074,Premium,Online,1116.77,0
2023-09-02,02:01:17,30209,Premium,Online,439.06,0
2023-09-02,10:55:43,38980,Standard,Online,15.54,0
2023-09-03,06:27:39,21547,Standard,POS,268.85,0
2023-08-28,00:57:19,43109,Basic,Online,10.0,0
2023-08-15,18:11:25,48358,Standard,Online,83.72,0
2023-02-27,04:09:08,33588,Standard,POS,80.47,0
2023-10-10,21:27:17,34384,Standard,Online,33.77,0
2023-05-11,00:37:22,21815,Premium,Online,377.76,0
2023-03-12,07:02:04,23911,Standard,Online,37.15,0
2023-08-18,05:21:30,32637,Premium,POS,846.28,0
2023-06-18,21:15:41,34870,Premium,Online,1447.58,0
2023-06-02,04:20:50,9998,Basic,Online,30.94,0
2023-05-09,05:54:51,27814,Standard,ATM,44.02,0
2023-06-10,21:24:23,9103,Basic,POS,10.0,0
2023-11-21,13:38:16,6194,Standard,Online,217.35,0
2023-10-28,05:39:43,31108,Standard,Online,16.63,0
2023-06-27,10:04:44,27740,Basic,ATM,91.91,0
2023-08-15,04:46:02,21398,Standard,Online,133.2,0
2023-06-05,06:47:44,24521,Standard,Online,113.6,0
2023-10-14,01:08:42,26978,Standard,POS,48.19,0
2023-08-29,00:45:11,29598,Standard,Online,75.29,0
2023-07-16,02:10:03,10765,Standard,Online,119.41,0
2023-08-08,07:19:42,4581,Standard,Online,87.24,0
2023-06-29,03:06:33,36667,Standard,Online,635.87,0
2023-06-05,01:52:15,24589,Standard,ATM,31.25,0
2023-03-23,17:48:47,6765,Standard,Online,10.0,0
2023-05-25,23:55:36,27986,Standard,Online,77.06,0
2023-10-03,05:23:22,23371,Standard,Online,90.73,0
2023-07-11,13:39:39,18440,Premium,Online,135.87,0
2023-05-07,03:57:44,23573,Standard,POS,426.74,0
2023-09-13,08:50:09,23388,Standard,Online,36.24,0
2023-07-01,18:34:05,24585,Premium,ATM,32.97,0
2023-09-11,12:02:49,10139,Standard,Online,47.52,0
2023-04-07,22:55:06,34107,Standard,ATM,82.44,0
2023-07-03,14:57:02,48583,Standard,ATM,31.23,0
2023-03-03,23:40:52,24488,Basic,ATM,27.87,0
2023-02-17,05:21:15,36014,Basic,POS,10.0,0
2023-05-14,23:55:11,21202,Premium,Online,87.76,0
2023-09-13,18:52:35,36833,Basic,Online,119.38,0
2023-12-08,18:36:10,10655,Premium,Online,8276.24,0
2023-12-17,13:12:33,35913,Standard,POS,667.46,0
2023-11-18,22:19:03,49270,Standard,Online,19.22,0
2023-04-26,20:37:40,41460,Standard,POS,13.6,0
2023-02-20,15:55:50,33479,Basic,POS,75.72,0
2023-06-29,01:08:09,40239,Standard,ATM,46.03,0
2023-03-05,05:04:33,9636,Standard,POS,40.64,0
2023-01-20,10:12:54,9436,Basic,Online,12.24,0
2023-09-26,11:32:09,47195,Premium,Online,1224.62,0
2023-02-19,19:35:32,5187,Basic,POS,10.0,0
2023-08-24,09:20:31,21379,Premium,Online,612.39,0
2023-01-17,15:01:32,41382,Standard,ATM,39.85,0
2023-05-16,19:54:40,49709,Premium,Online,235.32,0
2023-03-09,06:21:32,7056,Standard,Online,19.79,0
2023-12-22,18:15:01,10384,Standard,ATM,10.0,1
2023-10-12,05:59:00,28943,Standard,POS,70.37,0
2023-04-13,16:34:35,5327,Standard,POS,49.91,0
2023-02-24,18:54:01,48327,Standard,ATM,158.93,0
2023-11-29,23:05:59,11355,Standard,Online,2361.23,0
2023-02-08,22:31:29,40640,Premium,POS,195.95,0
2023-07-24,20:32:22,28644,Basic,Online,66.18,0
2023-09-18,02:17:37,41163,Basic,ATM,10.0,1
2023-09-01,21:49:29,16226,Premium,Online,230.04,0
2023-11-26,16:58:53,37138,Standard,Online,59.8,0
2023-01-20,16:03:48,23681,Standard,POS,394.0,0
2023-07-17,18:38:26,9238,Basic,POS,10.0,0
2023-11-17,15:48:05,17362,Standard,ATM,13.05,0
2023-06-11,19:44:44,18678,Basic,Online,574.46,0
2023-05-19,21:32:58,3429,Standard,Online,21.14,0
2023-05-05,21:38:52,28605,Standard,ATM,38.0,0
2023-02-14,03:52:25,26542,Basic,POS,13.53,0
2023-05-16,11:47:32,43691,Premium,POS,1162.22,0
2023-01-06,04:50:26,10833,Premium,Online,1758.06,0
2023-08-03,16:40:53,35838,Standard,Online,31.33,0
2023-03-03,14:41:38,33712,Premium,Online,133.44,0
2023-01-07,14:34:33,47274,Premium,Online,83.14,0
2023-11-03,08:04:20,41190,Standard,Online,99.24,0
2023-12-30,04:57:43,34795,Standard,Online,383.5,1
2023-03-23,16:09:10,28694,Premium,ATM,15.63,0
2023-05-03,11:53:53,7842,Premium,ATM,761.8,0
2023-12-29,22:58:11,27613,Premium,Online,56.28,0
2023-12-03,23:01:14,36378,Premium,Online,1722.71,0
2023-05-18,00:32:45,22978,Standard,Online,12.0,0
2023-09-04,08:58:14,49010,Standard,ATM,23.53,0
2023-09-22,17:37:54,27684,Basic,ATM,10.45,0
2023-03-16,12:33:07,12544,Basic,ATM,19.21,0
2023-08-29,04:22:02,11596,Standard,Online,16.97,0
2023-11-01,06:05:08,32943,Standard,ATM,10.0,0
2023-12-26,02:10:35,28830,Standard,Online,79.11,0
2023-02-22,23:53:52,40744,Basic,Online,74.33,0
2023-10-23,04:01:47,45800,Standard,ATM,14.77,0
2023-02-18,23:11:33,6367,Basic,POS,31.15,0
2023-12-12,16:44:11,19026,Premium,Online,2850.99,0
2023-05-12,17:28:46,5471,Standard,Online,164.87,0
2023-02-18,09:10:13,6955,Premium,Online,1168.07,0
2023-05-29,23:57:39,32932,Standard,ATM,14.66,0
2023-04-21,04:19:28,39538,Standard,ATM,82.04,0
2023-02-25,08:09:55,37019,Basic,ATM,10.0,0
2023-04-01,18:09:25,38958,Premium,Online,240.44,0
2023-07-03,12:40:03,3369,Standard,Online,399.5,0
2023-08-01,09:04:25,41619,Standard,Online,327.67,0
2023-10-23,15:50:17,9058,Standard,Online,161.54,0
2023-07-11,07:23:09,21637,Standard,ATM,459.46,0
2023-06-12,13:43:04,41236,Basic,Online,14.88,0
2023-07-31,23:26:02,31259,Basic,Online,13.6,0
2023-01-01,19:46:24,6323,Standard,POS,359.3,0
2023-10-31,22:39:27,9145,Standard,Online,264.42,0
2023-02-03,05:05:48,48759,Basic,Online,15.79,0
2023-08-02,23:26:26,41999,Basic,Online,10.0,0
2023-08-20,18:37:19,44324,Basic,Online,10.0,0
2023-10-25,08:07:57,33039,Standard,ATM,169.53,1
2023-03-28,05:34:14,23501,Standard,Online,58.48,0
2023-11-17,14:09:09,35057,Standard,Online,15.55,0
2023-03-14,15:40:18,23701,Premium,Online,362.08,0
2023-09-19,18:13:47,44633,Standard,Online,62.09,0
2023-04-17,17:52:30,21002,Standard,Online,37.58,0
2023-06-08,23:00:02,41660,Basic,Online,49.11,0
2023-04-04,17:12:33,43095,Standard,ATM,63.5,0
2023-09-21,02:23:02,13880,Standard,Online,10.57,0
2023-04-04,21:36:10,30821,Premium,ATM,92.97,0
2023-11-30,17:43:15,45199,Basic,POS,35.61,0
2023-06-04,15:53:55,7014,Premium,ATM,375.63,0
2023-06-17,08:00:00,46642,Standard,ATM,42.75,0
2023-07-13,09:48:10,30725,Premium,POS,287.75,0
2023-07-20,00:17:49,27991,Standard,POS,50.43,0
2023-12-13,05:54:43,47897,Standard,Online,28.15,0
2023-10-06,20:12:50,5416,Basic,Online,63.59,0
2023-02-25,21:15:27,9294,Basic,Online,59.6,0
2023-03-19,01:17:23,37317,Standard,Online,115.7,0
2023-06-12,07:03:20,32234,Standard,Online,72.03,0
2023-04-26,03:21:06,15013,Standard,Online,157.39,0
2023-01-27,14:19:13,5614,Basic,Online,10.0,0
2023-10-27,21:33:00,13005,Premium,ATM,67.61,0
2023-03-09,13:31:47,39076,Premium,POS,235.05,0
2023-05-10,00:47:21,11280,Standard,POS,32.1,0
2023-02-16,09:14:48,37866,Standard,POS,109.3,0
2023-11-20,15:11:24,2007,Standard,POS,297.95,0
2023-05-03,11:12:13,30003,Standard,Online,80.22,0
2023-02-16,07:41:52,36189,Basic,Online,18.37,0
2023-03-23,06:35:28,19434,Premium,POS,763.43,0
2023-03-14,21:20:58,21946,Premium,ATM,10.0,0
2023-07-26,21:31:58,38668,Standard,Online,119.19,0
2023-07-05,14:54:11,32343,Standard,ATM,18.31,0
2023-08-27,13:00:56,24128,Standard,ATM,26.37,0
2023-03-28,15:13:51,42526,Basic,POS,21.41,1
2023-09-27,12:25:45,24920,Standard,ATM,88.97,0
2023-01-18,19:29:36,17975,Standard,Online,164.41,0
2023-05-02,18:23:06,11314,Basic,Online,10.0,0
2023-10-23,14:06:36,46351,Premium,ATM,84.77,0
2023-10-05,04:58:04,3193,Standard,Online,160.1,0
2023-07-05,18:18:01,44369,Standard,POS,58.48,0
2023-12-17,00:10:39,29519,Standard,ATM,10.0,0
2023-06-30,02:08:56,19537,Premium,Online,348.38,0
2023-10-22,07:58:20,15091,Standard,Online,79.62,0
2023-08-03,12:21:09,26169,Standard,POS,36.3,0
2023-06-16,17:21:42,13629,Basic,Online,24.54,0
2023-12-23,04:50:12,12546,Standard,Online,32.92,0
2023-05-31,22:25:11,18271,Standard,POS,19.28,0
2023-07-27,01:19:00,25535,Premium,Online,462.91,0
2023-08-20,01:28:48,7747,Basic,Online,16.47,0
2023-05-11,16:28:55,8542,Premium,Online,219.53,0
2023-09-15,20:33:23,32343,Standard,Online,13.4,0
2023-06-28,04:55:53,20175,Standard,ATM,56.85,0
2023-06-04,05:42:30,4372,Standard,Online,101.69,0
2023-05-04,05:58:39,4120,Standard,POS,10.0,0
2023-03-12,14:37:24,11197,Standard,Online,134.39,0
2023-07-18,19:45:24,10725,Standard,Online,31.7,0
2023-03-26,07:19:28,3084,Standard,ATM,31.16,0
2023-05-31,12:54:19,27622,Premium,Online,194.15,0
2023-11-22,04:23:28,13444,Standard,Online,11.96,0
2023-03-09,01:36:07,24201,Basic,POS,23.04,0
2023-04-13,03:04:59,27562,Basic,ATM,25.56,0
2023-03-15,00:22:50,23928,Premium,Online,527.06,0
2023-12-01,21:37:06,38600,Premium,POS,309.49,0
2023-09-15,15:59:16,7964,Basic,POS,42.95,0
2023-07-29,12:59:19,32028,Premium,ATM,382.69,0
2023-10-19,21:00:20,14999,Standard,Online,41.9,0
2023-06-17,17:28:14,38676,Premium,POS,826.06,0
2023-10-21,18:23:12,29250,Premium,Online,586.21,0
2023-02-18,16:20:42,27315,Basic,Online,26.4,0
2023-09-30,15:43:24,37295,Standard,POS,37.71,0
2023-12-22,08:25:21,29220,Basic,ATM,25.55,0
2023-11-16,16:43:04,49989,Standard,Online,97.37,1
2023-02-08,07:41:37,4758,Basic,Online,62.96,1
2023-06-29,05:45:23,35395,Standard,ATM,19.2,0
2023-04-05,07:09:51,18538,Premium,ATM,830.83,0
2023-06-13,12:15:10,26410,Standard,ATM,296.91,0
2023-04-23,00:25:24,45042,Premium,POS,230.86,0
2023-10-23,12:53:24,5483,Basic,Online,12.05,0
2023-06-17,10:55:36,8398,Basic,Online,11.71,1
2023-08-27,07:16:58,5412,Standard,ATM,10.0,0
2023-08-11,21:54:32,15271,Standard,Online,127.76,0
2023-01-06,04:37:24,31299,Standard,Online,24.43,0
2023-12-01,18:37:31,12064,Premium,ATM,107.11,0
2023-11-13,03:30:55,1863,Premium,Online,56.15,0
2023-07-13,18:22:24,5806,Premium,POS,595.69,0
2023-09-27,08:21:27,24400,Standard,Online,472.09,0
2023-09-05,16:42:44,38611,Standard,Online,374.85,0
2023-05-06,18:17:40,45945,Premium,ATM,88.12,0
2023-05-23,08:57:39,27229,Standard,ATM,59.38,0
2023-05-03,19:18:13,38440,Standard,Online,38.56,1
2023-09-04,06:38:45,21403,Premium,Online,787.45,0
2023-03-10,23:01:09,4801,Basic,Online,35.08,0
2023-06-29,23:54:11,43928,Standard,Online,505.1,0
2023-03-30,00:50:53,10886,Basic,Online,25.56,0
2023-09-17,21:44:51,45425,Premium,Online,24.95,0
2023-09-12,03:47:11,22943,Standard,Online,32.13,0
2023-10-13,11:40:41,47138,Premium,Online,892.32,0
2023-05-11,03:30:55,44245,Standard,Online,61.85,0
2023-03-25,17:44:20,4866,Basic,POS,25.98,0
2023-01-13,21:29:09,25979,Premium,Online,1871.32,0
2023-07-03,20:55:56,16745,Premium,Online,149.36,0
2023-11-11,12:18:39,1995,Standard,Online,172.29,0
2023-10-04,23:18:40,28006,Premium,POS,1312.63,0
2023-09-04,01:19:04,5536,Basic,Online,90.5,0
2023-09-02,01:41:43,29082,Standard,ATM,11.12,1
2023-04-18,06:07:02,29270,Standard,Online,466.92,0
2023-06-13,06:14:20,26240,Premium,POS,688.57,0
2023-02-27,18:27:50,12396,Standard,ATM,183.22,0
2023-06-17,16:01:30,5816,Premium,Online,58.79,0
2023-07-18,23:23:29,8769,Standard,Online,50.11,0
2023-05-13,15:01:30,43028,Standard,POS,1278.75,0
2023-12-13,00:31:15,19262,Premium,Online,74.98,0
2023-04-19,07:17:12,27532,Premium,Online,643.82,0
2023-10-02,04:33:16,8579,Standard,Online,157.23,0
2023-04-26,14:00:16,43462,Standard,Online,30.24,0
2023-05-28,07:28:07,37328,Premium,Online,78.54,0
2023-04-04,00:35:19,34859,Premium,POS,92.27,0
2023-03-29,10:01:14,8661,Basic,Online,20.89,0
2023-09-10,13:04:08,8381,Standard,POS,117.88,0
2023-08-18,04:49:44,8397,Standard,ATM,10.0,0
2023-08-16,09:40:54,1492,Premium,POS,827.35,0
2023-09-02,12:26:40,9645,Basic,ATM,28.55,0
2023-05-04,05:38:40,32807,Premium,Online,2381.84,0
2023-12-26,02:01:19,19130,Basic,Online,36.21,1
2023-09-22,11:10:52,23593,Standard,Online,38.65,0
2023-03-26,22:05:13,22087,Premium,ATM,261.94,0
2023-12-18,02:48:57,40901,Standard,Online,245.85,0
2023-02-22,18:48:15,9720,Standard,ATM,34.39,0
2023-08-23,09:29:13,8341,Premium,Online,337.11,0
2023-06-06,10:49:37,40502,Premium,Online,192.9,0
2023-01-14,02:29:30,1685,Standard,Online,24.32,0
2023-10-21,11:59:44,24793,Standard,POS,56.74,0
2023-11-09,23:01:50,36233,Standard,Online,149.48,0
2023-02-21,00:19:15,18124,Basic,POS,21.15,0
2023-12-28,08:53:23,35588,Premium,Online,1274.18,0
2023-12-25,07:09:22,17988,Premium,Online,3325.45,0
2023-12-25,15:16:19,21338,Premium,Online,967.69,0
2023-05-15,07:36:55,9837,Standard,Online,71.1,0
2023-07-19,16:23:39,8292,Standard,POS,10.0,0
2023-05-10,13:06:10,31446,Standard,Online,14.8,0
2023-03-20,15:08:20,33627,Basic,POS,42.04,0
2023-09-04,00:00:28,31933,Standard,Online,46.66,1
2023-11-15,21:19:11,16237,Basic,ATM,28.14,0
2023-10-16,13:28:52,25636,Standard,Online,113.03,0
2023-10-30,12:32:10,15271,Basic,Online,11.45,0
2023-02-02,06:31:01,28032,Standard,POS,23.74,0
2023-03-05,18:24:27,39857,Standard,Online,189.15,0
2023-06-22,23:45:18,26482,Standard,ATM,182.02,0
2023-05-21,15:21:32,6501,Basic,POS,10.0,0
2023-11-02,16:04:42,16761,Premium,ATM,704.99,0
2023-07-08,08:59:12,32542,Standard,POS,16.82,0
2023-08-16,17:24:44,29965,Standard,ATM,25.66,0
2023-08-26,03:28:32,22183,Standard,Online,37.21,0
2023-03-29,23:32:07,28547,Standard,Online,24.76,1
2023-03-06,04:15:19,32635,Standard,Online,38.42,0
2023-01-01,15:26:54,36191,Premium,Online,1151.17,0
2023-07-18,10:37:33,35221,Standard,Online,117.89,0
2023-10-28,21:08:17,31080,Premium,Online,97.6,0
2023-04-01,16:11:29,16163,Standard,Online,61.71,0
2023-01-08,04:05:33,12952,Standard,Online,42.77,0
2023-03-13,22:42:09,40600,Standard,Online,23.48,0
2023-01-13,20:03:53,38481,Standard,ATM,52.6,0
2023-09-21,09:20:16,38380,Standard,ATM,118.05,0
2023-04-30,21:56:54,1605,Standard,ATM,36.12,0
2023-07-10,04:01:25,3440,Standard,Online,24.73,0
2023-11-06,09:57:02,12821,Premium,ATM,381.97,0
2023-10-11,16:05:26,14916,Standard,POS,290.23,1
2023-12-02,01:40:26,34540,Basic,POS,88.01,0
2023-05-17,15:31:18,10251,Standard,POS,187.92,0
2023-01-13,10:09:56,3021,Standard,ATM,20.78,0
2023-09-16,20:26:13,29981,Premium,POS,82.76,0
2023-08-25,11:06:51,28635,Premium,Online,62.73,0
2023-05-23,04:12:14,36554,Standard,ATM,79.15,0
2023-07-05,17:18:58,46700,Standard,ATM,627.75,0
2023-12-30,00:21:16,40970,Standard,Online,21.55,0
2023-06-17,23:19:32,1899,Premium,Online,24.43,0
2023-03-05,02:31:33,37184,Basic,Online,10.34,0
2023-03-10,09:11:17,9933,Standard,Online,26.03,0
2023-04-22,10:24:29,3576,Standard,Online,15.97,1
2023-09-24,08:15:16,49438,Standard,Online,64.85,0
2023-08-23,18:42:24,10395,Standard,Online,11.82,0
2023-06-18,02:08:23,47315,Premium,ATM,127.18,0
2023-05-14,08:14:23,33433,Standard,Online,279.95,0
2023-04-04,15:11:20,5311,Standard,Online,26.73,0
2023-01-23,00:44:09,13901,Premium,ATM,50.62,0
2023-01-07,10:54:07,40309,Standard,Online,25.84,0
2023-12-13,19:37:24,36055,Premium,Online,562.88,0
2023-04-30,10:38:05,16170,Standard,Online,23.34,0
2023-06-16,08:05:21,39329,Standard,Online,17.43,0
2023-07-08,00:30:18,12222,Standard,Online,33.47,0
2023-02-18,20:43:33,28613,Standard,Online,47.26,0
2023-11-09,21:29:43,27111,Standard,ATM,26.35,0
2023-06-22,19:08:40,6795,Standard,Online,82.1,0
2023-12-22,13:00:04,13232,Standard,Online,68.92,0
2023-05-04,03:30:45,35811,Basic,POS,27.99,0
2023-08-10,21:01:24,8703,Standard,Online,111.96,0
2023-04-04,06:08:44,21495,Basic,Online,28.38,1
2023-11-08,13:22:16,44129,Basic,Online,15.26,0
2023-01-15,21:26:51,8483,Basic,ATM,10.0,0
2023-02-02,01:21:41,10501,Standard,Online,10.0,0
2023-09-12,12:59:59,28810,Premium,POS,528.05,0
2023-03-17,21:33:50,6664,Premium,Online,209.66,0
2023-08-29,22:49:21,45102,Standard,POS,10.0,0
2023-04-10,19:36:07,32565,Basic,Online,18.81,0
2023-08-27,20:36:46,46242,Basic,Online,10.0,0
2023-05-08,07:25:12,26008,Basic,Online,10.0,0
2023-04-08,15:22:57,30838,Basic,Online,126.28,0
2023-02-06,08:27:44,14597,Basic,POS,10.0,0
2023-07-29,14:34:36,15779,Standard,ATM,54.45,0
2023-07-26,07:51:06,11663,Premium,ATM,383.03,0
2023-07-04,18:25:29,35139,Standard,Online,139.26,0
2023-03-04,23:10:58,15630,Basic,Online,10.0,0
2023-08-13,19:41:38,25533,Basic,Online,10.9,0
2023-05-19,05:58:36,45543,Standard,POS,666.26,0
2023-02-15,11:08:00,45870,Premium,Online,897.98,0
2023-07-01,13:44:30,17591,Standard,Online,105.04,0
2023-02-26,11:41:57,30832,Premium,Online,1402.06,0
2023-05-01,07:53:31,47349,Premium,Online,156.6,0
2023-01-24,02:13:03,7041,Premium,Online,186.87,0
2023-06-03,10:02:48,32496,Standard,Online,188.43,0
2023-04-10,09:46:52,23955,Standard,ATM,557.36,0
2023-11-20,07:50:25,39450,Standard,POS,98.42,0
2023-06-12,17:18:47,30519,Standard,ATM,36.58,0
2023-02-26,23:28:54,12826,Standard,POS,55.74,0
2023-07-23,05:31:48,7915,Standard,Online,85.62,0
2023-05-28,15:12:59,31198,Standard,ATM,129.67,0
2023-04-30,20:57:19,19715,Standard,Online,24.81,0
2023-01-31,09:12:04,24866,Basic,POS,15.67,0
2023-05-14,12:28:43,19637,Basic,Online,10.0,0
2023-07-18,01:35:54,16090,Premium,Online,488.76,0
2023-01-29,07:19:35,12642,Standard,Online,108.03,0
2023-11-25,11:25:46,13629,Premium,Online,52.73,0
2023-05-10,02:05:18,18556,Basic,ATM,10.0,0
2023-03-31,20:14:19,48890,Standard,Online,52.43,0
2023-02-06,17:07:14,6361,Standard,ATM,25.11,0
2023-05-15,02:10:45,29217,Standard,Online,13.52,0
2023-04-01,11:07:43,47824,Premium,Online,3164.92,0
2023-11-05,18:13:54,6723,Standard,POS,36.45,0
